Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata (Next Sem),Kategori Performa,Kategori Performa (Next Sem),Jumlah Ketidakhadiran,Persentase Tugas,performance_trend
92,81,91,93,96,93,91,90,83,85,81,90,91,90,91,93,89.37,92,80,89,88,91,92,88,83,76,84,81,89,87,89,86,91,86.62,High,High,1,89,Stable Performance
76,83,84,80,72,78,80,84,83,92,88,83,83,89,89,85,83.12,74,91,90,82,79,79,86,82,92,99,95,88,89,96,90,92,87.75,Mid,High,0,82,Significant Increase Performance
96,83,87,100,91,87,88,88,96,91,87,79,84,88,87,93,89.0,97,80,84,98,90,86,83,81,89,87,88,72,87,86,79,88,85.94,High,High,1,87,Stable Performance
91,97,85,90,96,100,92,97,99,97,96,91,100,86,86,100,93.91,82,92,87,89,94,96,84,95,94,95,100,87,91,82,81,94,90.19,High,High,0,90,Stable Performance
98,90,89,89,100,96,94,100,98,95,100,99,99,95,92,91,95.44,96,93,90,94,100,100,100,100,100,99,100,100,100,100,98,94,97.75,High,High,1,96,Stable Performance
85,85,87,82,91,78,87,80,83,80,83,79,79,89,78,88,83.29,87,85,88,78,90,77,85,80,87,76,84,80,81,87,80,90,83.44,Mid,Mid,6,84,Stable Performance
92,92,88,83,80,82,82,90,81,87,88,87,87,95,91,92,87.29,87,87,87,83,81,74,79,84,77,85,78,86,77,94,85,87,83.19,High,Mid,4,78,Significant Decrease Performance
87,93,91,90,87,90,100,92,98,80,90,93,91,92,87,95,91.09,84,90,85,93,84,84,100,86,98,79,84,94,87,87,82,88,87.81,High,High,1,96,Stable Performance
75,82,84,80,83,73,77,89,84,81,88,90,92,74,90,77,82.46,72,80,86,78,85,72,78,91,86,79,89,83,91,76,85,78,81.81,Mid,Mid,5,69,Stable Performance
94,96,100,95,94,89,85,89,100,93,100,89,97,94,99,92,94.16,99,94,100,90,90,87,78,83,97,90,96,90,92,92,100,89,91.69,High,High,0,86,Stable Performance
86,92,76,86,78,86,84,89,89,85,82,87,93,81,79,77,84.39,89,100,84,89,86,89,91,97,89,92,93,91,100,82,86,90,90.5,Mid,High,1,82,Significant Increase Performance
81,89,82,87,91,78,94,96,98,96,100,90,93,88,92,90,90.44,75,90,78,84,84,72,90,90,96,94,98,85,87,86,88,87,86.5,High,High,0,89,Stable Performance
79,80,97,89,95,85,83,87,92,95,89,91,87,95,95,84,88.89,79,79,98,87,92,80,80,83,90,91,82,85,83,90,96,80,85.94,High,High,0,88,Stable Performance
88,81,90,84,82,76,91,87,87,90,82,81,89,92,89,94,86.52,78,77,89,78,77,72,92,85,84,84,80,74,80,88,79,90,81.69,High,Mid,2,83,Significant Decrease Performance
93,93,94,89,84,90,94,86,83,86,97,92,89,85,91,91,89.77,94,97,100,88,85,94,97,91,87,86,98,93,94,87,94,95,92.5,High,High,1,98,Stable Performance
91,100,91,85,82,86,87,93,86,84,92,86,92,85,87,86,88.26,94,97,89,80,77,88,80,90,83,78,91,81,95,83,84,76,85.38,High,High,0,95,Stable Performance
90,87,82,82,87,81,86,89,82,92,95,94,91,90,89,90,88.04,86,78,77,79,76,81,86,80,76,87,90,93,86,85,85,94,83.69,High,Mid,5,87,Significant Decrease Performance
83,86,87,90,78,87,92,83,86,77,87,79,84,86,83,86,84.63,77,90,89,88,81,87,89,78,85,79,90,79,81,83,81,83,83.75,Mid,Mid,5,69,Stable Performance
93,91,92,82,91,80,90,100,96,84,89,91,94,96,100,87,91.08,90,89,86,82,85,74,83,95,90,81,85,88,92,93,94,81,86.75,High,High,1,98,Stable Performance
99,89,100,100,98,100,94,92,94,100,100,94,95,99,100,96,96.88,99,88,96,99,96,100,91,91,93,94,95,88,93,99,99,96,94.81,High,High,0,90,Stable Performance
96,90,88,84,89,95,86,91,86,89,83,100,92,89,97,90,90.37,93,91,86,82,87,90,83,89,82,83,81,96,92,82,96,88,87.56,High,High,0,90,Stable Performance
97,100,100,89,95,100,90,94,94,97,99,100,95,90,93,90,95.18,97,95,98,90,94,99,92,90,91,89,96,93,92,84,89,85,92.12,High,High,1,94,Stable Performance
80,87,76,80,88,86,79,79,91,85,79,83,88,79,78,84,82.58,89,84,72,79,92,88,73,77,92,83,80,81,89,77,75,80,81.94,Mid,Mid,5,69,Stable Performance
84,87,89,78,91,94,100,94,86,89,100,93,96,88,90,90,90.48,89,83,89,70,84,93,97,93,87,83,97,92,97,81,82,88,87.81,High,High,0,95,Stable Performance
89,82,88,85,78,84,90,85,83,92,86,78,83,86,86,87,85.08,91,86,91,89,79,84,95,89,86,96,87,80,87,87,87,84,87.38,High,High,0,93,Stable Performance
82,82,83,87,79,82,84,80,85,84,72,83,90,90,86,89,83.56,76,82,84,89,77,82,86,81,84,82,73,81,91,90,86,91,83.44,Mid,Mid,5,66,Stable Performance
86,89,87,90,96,91,85,94,88,90,85,90,88,92,84,91,89.03,82,81,84,89,90,91,84,89,80,89,85,84,83,90,85,93,86.19,High,High,1,85,Stable Performance
84,93,89,98,100,96,100,92,89,100,100,96,100,99,98,94,95.42,81,91,84,96,100,94,98,88,92,96,96,94,95,96,98,93,93.25,High,High,0,92,Stable Performance
88,93,100,96,93,90,97,89,97,92,93,98,90,95,87,94,93.34,86,88,96,91,91,84,98,89,91,86,91,94,84,90,81,89,89.31,High,High,0,94,Stable Performance
94,95,97,95,89,82,96,89,84,100,91,94,92,91,89,88,91.62,88,95,94,89,86,80,93,86,79,95,78,97,93,87,81,84,87.81,High,High,0,93,Stable Performance
93,75,80,78,85,80,80,86,92,78,75,83,87,81,86,80,82.34,86,66,75,61,76,69,84,82,86,71,64,79,77,73,77,79,75.31,Mid,Mid,5,80,Stable Performance
100,92,87,85,90,92,82,89,93,91,92,96,73,90,77,89,88.75,100,96,87,90,96,99,86,91,95,93,98,100,74,96,79,92,92.0,High,High,1,92,Stable Performance
98,91,87,96,92,92,100,84,88,93,98,87,89,91,91,95,92.02,100,93,88,100,97,96,98,83,91,93,100,90,91,92,92,98,93.88,High,High,1,98,Stable Performance
91,94,85,92,91,95,100,96,87,94,91,89,88,88,85,84,90.62,84,94,86,86,89,96,96,95,87,94,88,79,79,86,84,85,88.0,High,High,0,93,Stable Performance
84,79,82,76,84,77,74,89,82,79,80,79,83,73,72,81,79.63,84,80,86,73,79,75,72,88,82,86,82,80,83,67,72,79,79.25,Mid,Mid,4,75,Stable Performance
77,76,90,86,86,80,92,91,79,85,84,85,91,84,90,77,84.58,85,85,96,91,93,81,98,92,84,85,94,81,100,83,90,82,88.75,Mid,High,1,81,Significant Increase Performance
87,88,87,90,90,91,94,93,82,90,87,94,96,94,99,93,90.97,88,88,86,87,86,88,95,89,79,89,90,93,93,90,100,90,89.44,High,High,1,89,Stable Performance
98,89,93,96,94,88,88,84,95,88,96,96,94,95,98,98,93.0,98,83,90,93,89,87,80,81,93,87,90,98,95,95,88,95,90.12,High,High,0,87,Stable Performance
68,83,81,80,81,77,67,76,70,71,84,76,80,79,86,79,77.5,73,78,86,75,75,73,70,75,67,69,86,83,77,81,91,78,77.31,Mid,Mid,4,67,Stable Performance
86,97,87,91,92,83,94,96,84,89,96,81,92,83,88,88,89.12,82,98,81,90,89,80,91,95,82,86,94,81,88,76,90,86,86.81,High,High,0,99,Stable Performance
85,86,90,98,93,83,93,91,88,89,93,83,87,85,87,92,88.89,76,76,89,94,90,79,91,87,85,85,92,79,84,86,88,86,85.44,High,High,1,97,Stable Performance
94,98,83,93,94,86,91,94,96,96,84,91,87,94,92,91,91.5,94,94,83,86,92,83,94,92,91,96,81,90,84,90,90,87,89.19,High,High,1,98,Stable Performance
100,88,93,96,95,96,95,92,94,90,90,87,97,99,91,93,93.53,94,84,86,91,89,87,91,87,85,90,90,82,96,93,86,89,88.75,High,High,1,99,Stable Performance
100,99,97,94,90,90,94,95,88,99,100,97,100,96,94,93,95.44,100,99,95,96,88,87,95,92,87,90,97,91,95,93,94,92,93.19,High,High,1,89,Stable Performance
84,86,81,86,80,82,92,92,82,90,83,83,93,81,77,83,84.63,68,86,76,83,81,76,92,85,75,79,71,80,84,78,69,84,79.19,Mid,Mid,5,71,Stable Performance
77,79,72,82,90,82,79,84,81,81,80,82,78,72,90,83,80.74,76,79,76,83,94,83,86,92,88,88,82,88,86,77,96,84,84.88,Mid,Mid,5,83,Stable Performance
85,90,82,90,92,93,91,87,93,85,90,84,89,96,92,93,89.45,80,88,77,91,83,89,88,84,89,78,88,86,80,92,94,93,86.25,High,High,1,93,Stable Performance
100,95,91,86,90,96,85,96,97,87,99,93,87,87,95,95,92.34,93,92,90,82,88,87,85,91,95,83,90,85,84,85,94,91,88.44,High,High,1,95,Stable Performance
97,100,97,94,95,100,91,98,98,100,98,92,98,100,98,100,97.25,95,95,95,88,92,97,88,90,99,92,95,89,90,100,93,99,93.56,High,High,1,99,Stable Performance
87,93,94,97,98,94,92,94,88,91,96,95,90,90,90,90,92.42,79,91,93,96,92,93,88,89,81,84,94,91,86,86,87,84,88.38,High,High,0,93,Stable Performance
93,98,99,88,94,94,93,87,88,94,90,93,87,90,85,93,91.63,90,95,97,90,93,96,92,85,83,95,85,96,80,83,83,91,89.62,High,High,1,90,Stable Performance
90,93,90,93,100,89,94,89,91,94,93,95,97,95,96,93,93.39,82,96,87,89,91,94,91,87,89,92,91,88,97,95,97,89,90.94,High,High,1,91,Stable Performance
84,91,85,91,81,85,84,89,84,87,86,92,90,89,87,83,86.84,78,87,79,95,78,80,82,83,82,84,86,84,87,87,83,85,83.75,High,Mid,4,76,Significant Decrease Performance
85,91,82,89,90,82,89,89,100,89,94,92,91,93,82,89,89.21,79,88,81,85,93,78,93,89,100,93,94,91,86,89,77,84,87.5,High,High,1,85,Stable Performance
100,94,98,99,98,94,95,97,100,99,99,97,94,97,94,83,96.04,96,93,95,98,92,89,90,100,92,96,94,95,92,97,87,80,92.88,High,High,0,87,Stable Performance
85,84,91,89,88,80,90,86,84,81,82,84,80,85,84,89,85.22,82,81,90,87,83,75,89,83,83,80,79,83,78,83,77,85,82.38,High,Mid,4,77,Significant Decrease Performance
97,89,97,92,95,93,100,96,100,97,97,96,95,95,100,98,96.02,91,87,91,84,91,89,100,90,91,90,94,90,88,91,95,97,91.19,High,High,0,94,Stable Performance
95,87,87,89,91,89,95,100,92,90,78,95,95,96,92,84,91.03,93,86,86,85,87,86,92,89,94,86,74,89,88,94,83,86,87.38,High,High,0,99,Stable Performance
92,91,97,93,100,94,95,98,94,92,88,100,92,95,95,86,93.85,90,83,94,89,98,92,92,97,92,91,87,98,84,97,90,79,90.81,High,High,0,92,Stable Performance
84,90,88,81,88,74,87,79,88,83,77,84,83,84,79,77,82.97,84,88,92,78,96,78,81,80,88,81,72,84,82,88,81,77,83.12,Mid,Mid,6,74,Stable Performance
96,93,96,96,96,100,94,88,89,91,94,100,92,100,100,95,95.01,99,93,99,95,100,100,97,91,90,92,99,100,93,100,100,97,96.56,High,High,0,94,Stable Performance
89,84,95,83,92,81,90,92,91,84,85,94,84,84,94,86,87.98,86,79,95,78,92,76,91,91,86,83,79,93,80,81,89,86,85.31,High,High,0,96,Stable Performance
83,92,80,79,84,83,79,87,83,83,83,78,79,75,89,83,82.43,84,98,84,84,80,85,82,92,83,94,90,86,84,81,92,87,86.62,Mid,High,2,94,Significant Increase Performance
96,89,97,83,96,91,84,77,94,96,91,94,93,91,96,84,90.75,95,88,93,77,97,84,79,77,88,92,93,90,88,84,92,83,87.5,High,High,1,88,Stable Performance
96,98,93,96,89,95,91,92,98,86,90,99,94,91,97,90,93.53,94,93,89,93,82,90,87,93,93,76,85,99,88,89,100,90,90.06,High,High,0,89,Stable Performance
80,85,85,82,84,92,86,80,86,75,94,80,87,87,82,92,84.8,85,94,86,87,94,99,97,88,93,69,100,78,91,94,91,99,90.31,Mid,High,2,90,Significant Increase Performance
93,79,86,78,89,89,88,74,80,80,80,89,73,84,86,79,82.9,88,84,85,78,92,91,90,72,82,81,79,90,70,88,92,75,83.56,Mid,Mid,4,79,Stable Performance
92,92,88,95,87,95,90,88,88,83,88,84,91,94,92,86,89.52,95,96,90,97,91,97,94,90,89,86,91,88,95,99,97,87,92.62,High,High,0,90,Stable Performance
88,91,91,98,93,90,90,88,90,93,86,92,89,98,91,91,91.17,89,88,90,90,88,89,87,84,86,93,83,85,84,100,88,82,87.88,High,High,1,92,Stable Performance
88,100,95,100,92,93,86,100,95,100,91,95,98,94,91,90,94.25,84,100,95,98,91,87,83,97,91,96,92,92,97,90,94,91,92.38,High,High,0,89,Stable Performance
93,100,92,85,95,95,93,92,93,88,100,96,95,100,100,93,94.35,89,97,85,82,88,100,93,91,93,89,100,94,92,98,97,86,92.12,High,High,0,97,Stable Performance
91,94,93,94,94,88,96,89,91,93,86,92,93,80,97,86,91.02,85,87,90,93,87,83,95,85,95,86,84,92,87,82,97,81,88.06,High,High,0,94,Stable Performance
100,100,100,100,100,97,94,100,100,100,100,97,100,89,100,95,98.21,100,95,92,98,99,94,91,100,97,95,100,100,100,89,97,94,96.31,High,High,0,98,Stable Performance
87,100,91,90,85,93,95,89,80,99,90,90,91,87,97,95,91.26,85,100,89,91,80,89,95,90,80,99,88,84,86,81,97,89,88.94,High,High,1,90,Stable Performance
91,100,85,95,77,91,100,83,96,81,99,86,85,86,88,88,89.36,94,100,87,98,80,92,100,90,98,87,100,89,91,89,90,95,92.5,High,High,1,95,Stable Performance
82,84,83,82,80,84,84,84,82,78,82,81,72,87,83,82,81.78,89,89,89,86,84,86,95,83,84,85,85,94,76,95,89,87,87.25,Mid,High,0,80,Significant Increase Performance
91,85,95,95,83,86,92,90,89,91,79,84,86,93,78,90,87.84,89,78,96,91,74,79,87,81,87,91,75,81,89,88,73,85,84.0,High,Mid,2,89,Significant Decrease Performance
86,92,92,97,82,84,89,95,91,89,94,86,94,97,88,81,89.82,83,90,89,94,79,80,85,92,90,85,85,83,90,94,84,76,86.19,High,High,1,91,Stable Performance
96,100,97,88,100,99,100,100,92,100,92,89,91,98,93,100,95.85,99,97,93,87,98,97,95,97,92,94,92,84,88,96,89,97,93.44,High,High,0,95,Stable Performance
98,96,99,86,97,95,86,89,92,91,92,89,100,86,86,88,91.88,89,92,96,80,95,94,84,85,89,84,89,90,99,84,85,85,88.75,High,High,0,97,Stable Performance
81,81,93,81,83,78,82,87,88,89,79,81,88,84,84,87,84.02,86,83,91,86,85,74,84,86,89,86,73,81,90,87,85,90,84.75,Mid,Mid,6,76,Stable Performance
96,87,90,90,86,92,88,91,94,92,86,92,92,88,87,92,90.23,92,82,88,80,89,91,80,90,94,90,85,88,94,87,86,91,87.94,High,High,1,86,Stable Performance
86,88,87,87,91,99,96,99,90,83,90,99,91,93,92,97,91.9,87,92,90,90,94,100,100,97,94,89,97,100,92,97,93,100,94.5,High,High,1,87,Stable Performance
100,90,85,100,97,100,96,100,97,94,96,97,100,97,92,100,96.3,95,86,85,100,94,96,100,94,98,94,92,95,98,91,89,98,94.06,High,High,1,90,Stable Performance
96,100,89,93,95,98,85,85,91,97,91,94,95,90,100,90,93.13,99,100,90,96,99,100,85,90,95,98,94,95,93,93,100,92,94.94,High,High,1,95,Stable Performance
83,89,90,95,95,97,100,94,98,92,95,92,93,95,99,94,93.7,82,84,86,96,96,93,100,91,97,92,93,93,94,94,95,96,92.62,High,High,0,95,Stable Performance
90,92,95,83,92,84,97,92,96,82,89,95,97,92,88,89,90.8,91,95,96,84,97,88,99,100,100,83,96,100,100,98,93,91,94.44,High,High,0,96,Stable Performance
87,99,95,91,95,91,90,88,88,94,97,90,88,97,92,81,91.51,86,97,94,86,92,88,84,83,83,88,89,88,87,96,88,85,88.38,High,High,0,90,Stable Performance
93,99,92,97,90,94,91,90,92,100,98,100,93,100,100,100,95.58,98,100,96,98,93,96,94,93,95,100,100,100,96,100,100,99,97.38,High,High,1,87,Stable Performance
89,84,84,79,70,84,79,81,79,85,82,90,80,84,82,82,82.16,85,80,85,83,74,80,75,82,83,85,84,86,80,86,81,83,82.0,Mid,Mid,4,81,Stable Performance
88,96,92,86,85,84,89,81,87,90,85,88,90,79,89,86,87.24,84,94,89,84,89,80,85,72,80,87,81,84,85,69,89,84,83.5,High,Mid,4,86,Significant Decrease Performance
95,87,82,77,86,93,83,88,90,90,86,83,85,81,81,91,86.06,96,83,79,74,83,94,81,88,89,86,86,76,83,79,80,89,84.12,High,Mid,4,88,Significant Decrease Performance
94,93,88,98,91,93,98,88,89,97,96,94,81,98,89,89,92.18,90,86,86,98,85,90,93,87,85,89,92,93,78,94,82,85,88.31,High,High,1,86,Stable Performance
95,90,100,97,100,92,100,100,90,91,92,100,97,96,98,100,96.1,91,90,93,94,94,90,92,100,86,87,86,97,92,94,98,99,92.69,High,High,1,93,Stable Performance
78,85,72,90,92,85,90,79,89,99,85,89,84,88,93,90,86.87,70,84,68,87,89,78,89,74,90,95,82,87,82,87,92,86,83.75,High,Mid,2,75,Significant Decrease Performance
78,77,72,83,82,72,79,73,76,82,83,82,77,80,74,82,78.23,71,82,72,76,80,66,78,64,67,80,75,71,73,71,63,69,72.38,Mid,Mid,5,65,Stable Performance
88,86,84,91,87,85,85,82,89,89,81,83,80,94,91,93,86.77,84,82,83,83,86,84,82,79,85,88,76,79,81,90,89,90,83.81,High,Mid,5,77,Significant Decrease Performance
100,97,94,96,91,91,92,93,86,88,88,88,98,93,94,96,92.87,98,92,88,89,87,93,90,93,83,83,85,85,90,91,88,89,89.0,High,High,1,93,Stable Performance
97,95,100,93,94,90,83,93,97,89,90,97,92,88,88,96,92.64,96,91,94,89,89,85,80,92,91,87,90,94,84,80,84,96,88.88,High,High,1,92,Stable Performance
91,91,85,95,97,90,94,90,95,95,90,82,88,94,97,89,91.48,90,89,83,86,97,87,92,83,95,96,85,80,79,90,91,91,88.38,High,High,0,90,Stable Performance
95,96,92,83,92,86,86,91,91,91,92,88,81,99,87,85,89.68,93,92,93,76,90,87,88,88,90,85,92,81,79,98,79,81,87.0,High,High,1,90,Stable Performance
78,84,84,83,91,87,79,94,76,83,80,85,87,82,89,85,84.09,64,77,66,79,87,76,65,86,73,76,76,76,74,82,81,84,76.38,Mid,Mid,5,80,Stable Performance
100,97,90,98,89,96,95,90,83,100,95,93,93,97,100,97,94.54,95,90,86,90,82,93,93,86,76,100,92,90,88,94,100,92,90.44,High,High,0,96,Stable Performance
88,87,88,81,89,79,88,83,90,88,84,81,93,85,95,80,86.15,85,86,86,77,88,77,86,80,83,86,74,75,94,79,93,82,83.19,High,Mid,5,87,Significant Decrease Performance
99,89,100,100,97,97,98,99,97,100,98,91,99,97,93,100,97.07,100,86,96,97,92,90,92,97,91,100,96,87,92,91,91,99,93.56,High,High,1,90,Stable Performance
83,95,93,90,87,86,97,91,84,93,91,100,91,98,92,87,91.12,78,88,84,90,91,87,95,86,85,92,85,93,84,94,91,86,88.06,High,High,1,90,Stable Performance
89,93,92,89,92,88,88,80,88,95,79,81,85,80,91,78,86.7,91,89,91,88,90,83,85,79,83,89,72,79,77,75,83,72,82.88,High,Mid,5,77,Significant Decrease Performance
90,92,90,87,90,81,88,84,91,90,83,89,89,85,87,90,87.87,93,95,93,90,95,87,87,88,93,92,85,95,93,91,92,96,91.56,High,High,1,85,Stable Performance
87,85,91,97,89,88,86,95,94,89,86,86,85,87,87,86,88.51,88,87,83,100,85,86,90,92,86,81,83,80,81,84,85,82,85.81,High,High,1,99,Stable Performance
94,97,83,86,84,90,87,84,97,91,84,96,83,92,100,88,89.83,97,91,80,85,84,87,84,73,87,86,84,94,80,91,99,89,86.94,High,High,0,93,Stable Performance
94,96,100,100,93,97,100,93,90,100,98,97,100,90,94,100,96.5,86,89,100,100,93,98,98,95,84,92,95,95,98,90,91,99,93.94,High,High,0,85,Stable Performance
94,94,91,82,87,95,88,90,92,86,85,91,89,92,84,88,89.29,97,89,94,78,83,95,80,84,84,87,84,92,86,85,81,84,86.44,High,High,0,94,Stable Performance
90,100,87,90,89,88,90,82,85,88,82,89,77,90,86,90,87.44,85,97,82,90,87,84,86,82,84,81,79,80,78,92,80,91,84.88,High,Mid,5,73,Significant Decrease Performance
100,100,100,91,91,93,100,92,98,97,100,100,100,100,94,100,97.28,99,95,97,89,91,93,95,85,93,92,93,95,96,98,99,96,94.12,High,High,1,96,Stable Performance
91,94,88,80,94,90,96,92,100,97,89,82,86,86,88,90,90.06,88,94,83,75,90,86,92,90,96,93,88,74,82,80,83,86,86.25,High,High,1,86,Stable Performance
95,100,89,87,98,100,91,99,98,85,91,91,100,96,91,90,93.97,90,99,83,84,96,100,89,94,90,81,96,92,94,98,92,85,91.44,High,High,0,93,Stable Performance
79,92,89,90,81,91,86,83,90,81,88,86,92,91,87,88,87.13,77,88,89,89,75,86,87,81,88,77,89,80,92,91,88,85,85.12,High,High,0,89,Stable Performance
95,92,88,89,86,96,94,90,88,93,85,86,92,100,94,93,91.27,82,92,87,84,81,92,90,82,86,93,86,81,90,100,91,95,88.25,High,High,0,94,Stable Performance
86,87,98,89,92,95,89,89,83,85,94,89,95,84,96,91,90.18,82,83,92,90,87,90,86,87,80,89,91,91,94,81,95,89,87.94,High,High,1,96,Stable Performance
73,86,74,86,80,76,90,83,87,83,79,76,80,81,85,79,81.06,73,92,78,91,85,79,100,92,95,86,82,80,87,88,92,88,86.75,Mid,High,0,93,Significant Increase Performance
100,100,100,90,100,100,99,92,100,97,99,100,96,99,99,99,98.22,100,100,100,96,100,100,100,94,100,100,99,100,99,100,100,100,99.25,High,High,0,99,Stable Performance
94,95,100,94,98,97,97,99,93,100,92,96,91,100,92,100,96.04,94,100,100,99,100,99,98,99,94,100,93,100,96,100,96,100,98.0,High,High,1,91,Stable Performance
89,89,94,85,95,86,90,87,91,83,89,88,90,90,84,95,89.05,88,84,89,86,89,87,84,85,87,79,84,87,90,91,78,95,86.44,High,High,0,99,Stable Performance
84,88,78,82,90,93,87,84,79,88,86,73,76,86,80,79,83.39,92,90,76,78,92,86,93,85,81,90,87,73,74,86,78,79,83.75,Mid,Mid,5,67,Stable Performance
91,93,99,88,94,87,89,93,91,85,94,95,100,93,93,93,92.38,90,90,97,87,92,82,88,91,87,82,94,89,93,89,88,91,89.38,High,High,0,93,Stable Performance
84,84,90,79,85,88,95,92,83,90,93,94,96,96,93,93,89.7,81,78,85,76,81,86,89,90,79,87,94,97,93,97,91,86,86.88,High,High,0,91,Stable Performance
93,96,88,91,88,94,90,97,92,97,81,88,96,92,97,93,92.13,96,98,93,94,91,95,91,99,96,100,85,91,97,96,100,96,94.88,High,High,1,96,Stable Performance
86,100,88,87,95,86,84,87,95,100,91,87,97,88,89,93,90.9,85,93,88,79,95,89,82,82,92,99,90,81,99,82,83,88,87.94,High,High,0,95,Stable Performance
98,93,91,100,89,90,91,95,90,97,92,91,90,92,95,92,92.87,93,86,87,98,85,84,90,94,89,90,91,87,93,93,90,82,89.5,High,High,0,88,Stable Performance
98,93,94,97,98,97,94,98,97,97,94,100,97,93,97,94,96.2,94,91,89,96,93,92,87,99,93,95,86,99,87,95,93,91,92.5,High,High,1,94,Stable Performance
93,100,94,94,100,94,95,94,91,95,100,86,91,89,89,99,93.9,91,99,93,91,99,86,84,91,85,91,96,83,92,83,84,95,90.19,High,High,1,96,Stable Performance
84,88,81,82,80,92,89,79,90,83,87,85,78,81,92,89,85.01,87,89,86,86,82,91,90,82,94,87,91,85,80,83,95,92,87.5,High,High,0,94,Stable Performance
92,98,96,100,96,93,100,100,99,100,91,90,90,100,95,100,96.17,89,94,93,95,95,88,100,94,94,97,84,85,91,95,91,96,92.56,High,High,0,90,Stable Performance
95,98,94,97,90,97,96,90,100,100,95,92,100,99,86,96,95.32,93,97,88,99,85,94,92,85,100,90,92,93,91,95,85,96,92.19,High,High,1,89,Stable Performance
97,96,100,100,100,99,100,98,100,100,97,90,92,100,100,100,98.03,90,97,96,97,98,95,96,94,100,97,95,86,89,94,94,95,94.56,High,High,0,94,Stable Performance
91,79,81,79,96,79,91,81,85,91,86,84,96,75,80,83,84.73,84,77,81,75,87,67,76,73,69,83,72,77,84,71,61,78,75.94,Mid,Mid,6,69,Stable Performance
96,89,96,83,97,96,86,91,90,93,97,88,93,92,92,98,92.33,89,86,91,84,96,90,86,90,82,91,94,87,89,85,86,98,89.0,High,High,0,98,Stable Performance
80,74,83,88,80,86,77,82,72,77,80,83,82,86,72,87,80.56,70,72,73,81,68,84,72,75,65,65,78,82,75,75,58,74,72.94,Mid,Mid,6,73,Stable Performance
89,87,98,87,100,82,89,97,96,80,89,84,93,93,92,92,90.52,93,81,95,80,95,73,82,100,92,75,89,77,93,92,92,89,87.38,High,High,1,97,Stable Performance
82,84,93,85,84,93,81,95,95,82,92,76,88,82,90,89,86.89,82,75,91,85,82,88,73,89,93,75,87,74,83,76,84,89,82.88,High,Mid,3,79,Significant Decrease Performance
98,94,100,99,96,97,99,99,100,100,100,98,100,99,100,99,98.71,95,89,100,98,93,89,97,100,100,97,100,95,100,98,92,96,96.19,High,High,0,97,Stable Performance
87,86,88,89,93,92,86,86,85,91,87,98,86,94,94,94,89.8,95,91,87,94,97,97,91,89,88,90,91,100,87,95,94,97,92.69,High,High,0,94,Stable Performance
80,81,81,89,79,79,85,75,85,76,79,87,79,83,88,76,81.37,79,77,79,89,81,72,84,77,86,77,80,82,81,89,87,71,80.69,Mid,Mid,6,75,Stable Performance
89,91,81,82,96,82,86,78,84,92,92,92,87,82,90,85,86.73,83,92,78,85,92,78,85,72,77,91,92,92,86,77,88,79,84.19,High,Mid,4,84,Significant Decrease Performance
72,80,86,86,86,82,75,83,81,79,83,82,77,77,74,81,80.36,76,82,90,91,91,84,79,87,88,82,83,89,84,78,82,83,84.31,Mid,Mid,4,79,Stable Performance
98,91,88,96,100,100,100,94,89,97,93,93,100,100,97,93,95.61,94,85,84,90,95,100,96,92,86,91,93,94,100,95,95,88,92.38,High,High,0,85,Stable Performance
80,72,85,86,76,77,85,78,85,76,78,82,78,78,78,83,79.74,82,75,95,96,84,83,95,82,93,85,79,79,86,82,88,87,85.69,Mid,High,2,87,Significant Increase Performance
95,93,87,97,91,95,84,96,88,88,92,80,92,89,97,91,90.96,92,89,84,92,89,89,87,92,76,86,87,76,86,88,92,91,87.25,High,High,1,88,Stable Performance
75,76,67,92,67,77,83,87,89,79,82,78,72,74,71,81,78.12,73,78,68,89,68,79,84,89,84,81,80,77,70,75,74,87,78.5,Mid,Mid,5,84,Stable Performance
87,87,92,90,92,97,84,79,85,87,91,92,83,82,95,90,88.39,78,81,88,87,89,95,81,77,81,83,89,87,83,79,92,94,85.25,High,High,1,86,Stable Performance
100,100,99,97,95,96,100,100,100,98,100,91,100,97,98,99,98.05,97,100,95,96,92,95,97,100,94,98,96,88,98,94,99,93,95.75,High,High,1,88,Stable Performance
91,96,100,96,92,86,92,91,96,89,87,93,96,93,97,85,92.55,87,95,97,90,88,81,90,85,93,88,81,94,98,87,93,80,89.19,High,High,0,86,Stable Performance
88,79,99,92,88,78,79,95,80,88,95,86,80,77,88,80,85.71,87,77,91,89,86,75,77,89,78,86,92,79,76,79,90,75,82.88,High,Mid,2,73,Significant Decrease Performance
